item_id,user_id,recommend,sentiment_analysis,items_count,item_name,playtime_forever,genres,price,title,developer,release_date
570,mukeshmani,True,2,,,,,,,,
440,76561198008793871,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
4000,Legendld,True,2,142.0,Garry's Mod,3762.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
440,GremoryEagle,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
4920,76561198064646436,False,2,67.0,Natural Selection 2,7332.0,"['Action', 'Indie', 'Strategy']",9.99,Natural Selection 2,Unknown Worlds Entertainment,2012-10-30
730,76561198084685872,True,0,58.0,Counter-Strike: Global Offensive,42284.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
264710,76561198103108238,True,2,60.0,Subnautica,1332.0,,,,,
202970,ineedacsgolobu,True,0,78.0,Call of Duty: Black Ops II,3875.0,['Action'],59.99,Call of Duty®: Black Ops II,Treyarch,2012-11-12
113200,76561198044052424,True,2,80.0,The Binding of Isaac,22313.0,"['Action', 'Adventure', 'Indie', 'RPG']",4.99,The Binding of Isaac,Edmund McMillen and Florian Himsl,2011-09-28
91310,76561198048030308,True,0,262.0,Dead Island,2912.0,,,,,
440,azkk,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
238960,landaishan,True,2,79.0,Path of Exile,81478.0,,,,,
730,ecobro3,True,2,23.0,Counter-Strike: Global Offensive,93499.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
570,vesgozina,True,0,,,,,,,,
241260,76561198094321155,False,0,155.0,Sherlock Holmes: Crimes and Punishments,760.0,['Adventure'],29.99,Sherlock Holmes: Crimes and Punishments,Frogwares,2014-09-29
440,76561198063000481,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
206420,76561198005576563,True,2,214.0,Saints Row IV,1006.0,"['Action', 'Adventure']",14.99,Saints Row IV,Deep Silver Volition,2013-08-19
105600,NinjaPrei,True,0,53.0,Terraria,9944.0,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Terraria,Re-Logic,2011-05-16
291550,Highpancake,True,0,75.0,Brawlhalla,894.0,"['Action', 'Free to Play', 'Indie']",Free to Play,Brawlhalla,Blue Mammoth Games,2017-10-17
45740,76561198089095498,False,0,,,,"['Action', 'Adventure']",19.99,Dead Rising® 2,Capcom Vancouver,2010-09-27
201790,76561198062533699,True,2,92.0,Orcs Must Die! 2,139.0,"['Action', 'Indie', 'Strategy']",14.99,Orcs Must Die! 2,Robot Entertainment,2012-07-30
730,fghjndaguihuigheir,True,2,,,,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
204360,Sanskeleteen,True,2,134.0,Castle Crashers,7203.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",14.99,Castle Crashers®,The Behemoth,2012-09-26
730,HeyGoodCookin,True,0,,,,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
218230,edyac,True,0,182.0,PlanetSide 2,11693.0,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play,PlanetSide 2,Daybreak Game Company,2012-11-20
206420,Eehee,True,2,341.0,Saints Row IV,510.0,"['Action', 'Adventure']",14.99,Saints Row IV,Deep Silver Volition,2013-08-19
104900,76561198047746970,True,0,113.0,ORION: Prelude,823.0,"['Action', 'Adventure', 'Indie', 'RPG']",0.99,ORION: Prelude,"Trek Industries, Inc",2013-04-16
242050,assassintorteachip,True,2,192.0,Assassin's Creed IV Black Flag,8918.0,"['Action', 'Adventure']",19.99,Assassin’s Creed® IV Black Flag™,Ubisoft Montreal,2013-11-19
49520,76561198038228033,True,2,106.0,Borderlands 2,8451.0,"['Action', 'RPG']",19.99,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012-09-17
218230,76561198038840599,True,2,155.0,PlanetSide 2,1060.0,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play,PlanetSide 2,Daybreak Game Company,2012-11-20
227940,76561198060423795,True,0,,,,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",Free to Play,Heroes &amp; Generals,Reto-Moto,2016-10-18
620,senpiflesh,True,2,100.0,Portal 2,919.0,"['Action', 'Adventure']",19.99,Portal 2,Valve,2011-04-18
242680,Ehryus,True,2,132.0,Nuclear Throne,4229.0,"['Action', 'Indie', 'RPG']",11.99,Nuclear Throne,Vlambeer,2015-12-05
319510,eiberg10,True,0,81.0,Five Nights at Freddy's,143.0,"['Indie', 'Simulation']",4.99,Five Nights at Freddy's,Scott Cawthon,2014-08-18
220,eiglow,True,0,52.0,Half-Life 2,3397.0,['Action'],9.99,Half-Life 2,Valve,2004-11-16
4000,nano11ful,True,0,38.0,Garry's Mod,35952.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
570,BankBunk,True,0,,,,,,,,
8930,SuccForCancer,True,2,133.0,Sid Meier's Civilization V,22101.0,['Strategy'],29.99,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010-09-21
730,564743553uy5367,True,0,52.0,Counter-Strike: Global Offensive,59857.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
238460,76561198041122979,True,2,219.0,BattleBlock Theater,693.0,"['Action', 'Adventure', 'Casual', 'Indie']",14.99,BattleBlock Theater®,The Behemoth,2014-05-15
11610,Ekijo,True,2,50.0,Dragon Nest,49689.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Dragon Nest,Eyedentity Games Inc.,2012-12-18
113200,the_commissariat,True,2,47.0,The Binding of Isaac,639.0,"['Action', 'Adventure', 'Indie', 'RPG']",4.99,The Binding of Isaac,Edmund McMillen and Florian Himsl,2011-09-28
236390,76561198068550186,True,2,97.0,War Thunder,12230.0,,,,,
105600,CRAWLING-ON-MY-CRAWL,True,0,92.0,Terraria,8778.0,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Terraria,Re-Logic,2011-05-16
240,qwevor,True,2,,,,['Action'],19.99,Counter-Strike: Source,Valve,2004-11-01
440,76561198086311312,True,0,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
417860,76561198073902962,True,0,45.0,Emily is Away,66.0,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",Free to Play,Emily is Away,Kyle Seeley,2015-11-20
55230,pejelagarto0,True,2,133.0,Saints Row: The Third,7095.0,['Action'],9.99,Saints Row: The Third,Volition,2011-11-14
271590,76561198103357676,True,0,60.0,Grand Theft Auto V,41016.0,"['Action', 'Adventure']",39.99,Grand Theft Auto V,Rockstar North,2015-04-14
223710,76561198100006420,True,2,80.0,Cry of Fear,33.0,"['Action', 'Adventure', 'Indie']",Free,Cry of Fear,Team Psykskallar,2013-04-25
7510,elcasero,True,2,108.0,X-Blades,23.0,"['Action', 'Adventure', 'RPG']",9.99,X-Blades,Gaijin Entertainment,2009-02-10
50300,76561198063046120,True,0,,,,"['Action', 'Adventure']",29.99,Spec Ops: The Line,Yager Development,2012-06-25
244850,thomas_v2000,True,2,130.0,Space Engineers,10610.0,,,,,
218620,Hugenanagugu2,True,0,82.0,PAYDAY 2,12167.0,,,,,
1250,76561198011493875,True,0,167.0,Killing Floor,511.0,['Action'],19.99,Killing Floor,Tripwire Interactive,2009-05-14
237930,76561198056652803,True,2,134.0,Transistor,457.0,"['Action', 'Indie', 'RPG']",19.99,Transistor,Supergiant Games,2014-05-20
440,ElectroSpeed,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
244850,localadelaideman,True,2,,,,,,,,
265630,76561198060319088,True,2,41.0,Fistful of Frags,466.0,"['Action', 'Free to Play', 'Indie']",Free,Fistful of Frags,Fistful of Frags Team,2014-05-09
246580,elektro_haus,True,0,342.0,The Typing of The Dead: Overkill,34.0,['Action'],19.99,The Typing of The Dead: Overkill,Modern Dream,2013-10-29
57300,76561198060785575,True,2,39.0,Amnesia: The Dark Descent,1619.0,"['Action', 'Adventure', 'Indie']",19.99,Amnesia: The Dark Descent,Frictional Games,2010-09-08
222880,elgerjp,True,2,329.0,Insurgency,2445.0,"['Action', 'Indie', 'Strategy']",9.99,Insurgency,New World Interactive,2014-01-22
220200,elind21,True,0,29.0,Kerbal Space Program,10368.0,"['Indie', 'Simulation']",39.99,Kerbal Space Program,Squad,2015-04-27
8870,76561198069687708,False,2,77.0,BioShock Infinite,406.0,['Action'],29.99,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013-03-25
65300,Elk160,True,2,198.0,Dustforce,249.0,"['Action', 'Indie']",9.99,Dustforce DX,Hitbox Team,2012-01-17
24240,elkpodeush,True,0,32.0,PAYDAY: The Heist,2221.0,['Action'],14.99,PAYDAY™ The Heist,OVERKILL Software,2011-10-20
48000,Elkurr,True,0,66.0,LIMBO,142.0,"['Adventure', 'Indie']",9.99,LIMBO,Playdead,2011-08-02
61500,76561197973337386,True,2,,,,"['RPG', 'Strategy']",5.99,Age of Wonders,Triumph Studios,Oct 2010
238960,76561198076357381,True,0,54.0,Path of Exile,1304.0,,,,,
246620,elrims,True,2,141.0,Plague Inc: Evolved,1242.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",14.99,Plague Inc: Evolved,Ndemic Creations,2016-02-18
271590,Elt0r,True,0,155.0,Grand Theft Auto V,2567.0,"['Action', 'Adventure']",39.99,Grand Theft Auto V,Rockstar North,2015-04-14
34330,marshythemarshmallowman,True,0,108.0,Total War: SHOGUN 2,12021.0,,,,,
207230,Boracks,True,0,,,,"['Action', 'Free to Play', 'Indie']",Free to Play,ArcheBlade™,CodeBrush Games,2014-04-25
237310,76561198071534186,True,2,154.0,Elsword,43998.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Elsword,KOG,2014-07-02
6060,76561198045272489,True,2,93.0,STAR WARSâ¢ Battlefrontâ¢ II,784.0,['Action'],9.99,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,2005-11-01
107100,Ember1654,True,2,254.0,Bastion,293.0,"['Action', 'Indie', 'RPG']",14.99,Bastion,Supergiant Games,2011-08-16
268650,76561198049440934,True,2,170.0,From The Depths,8888.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",19.99,From the Depths,Brilliant Skies Ltd.,2014-08-07
346250,76561198088869440,True,0,62.0,The Old Tree,15.0,"['Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play,The Old Tree,Red Dwarf Games,2012-02-24
252490,76561198011526765,True,2,,,,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",19.99,Rust,Facepunch Studios,2013-12-11
17460,76561198070113262,True,2,,,,"['Action', 'RPG']",19.99,Mass Effect,BioWare,2008-05-28
206420,EmperorFaiz,True,2,94.0,Saints Row IV,4441.0,"['Action', 'Adventure']",14.99,Saints Row IV,Deep Silver Volition,2013-08-19
362620,emporer88,True,2,70.0,Software Inc.,4447.0,"['Indie', 'Simulation', 'Strategy', 'Early Access']",13.99,Software Inc.,Coredumping,2015-05-01
232090,mting4,True,2,42.0,Killing Floor 2,321.0,['Action'],29.99,Killing Floor 2,Tripwire Interactive,2016-11-18
570,76561198040378347,True,2,,,,,,,,
49520,76561198065344627,True,2,43.0,Borderlands 2,9344.0,"['Action', 'RPG']",19.99,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012-09-17
440,EngesDesTodes,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
49520,whoisENIGMA,True,2,,,,"['Action', 'RPG']",19.99,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012-09-17
218620,76561198112984906,True,0,31.0,PAYDAY 2,27082.0,,,,,
208650,Enska,False,2,378.0,Batmanâ¢: Arkham Knight,2247.0,"['Action', 'Adventure']",19.99,Batman™: Arkham Knight,Rocksteady Studios,2015-06-23
206500,76561198053524100,False,0,62.0,AirMech,685.0,"['Action', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",Free to Play,AirMech Strike,Carbon Games,2012-11-08
8190,epicbudgie,True,2,,,,"['Action', 'Adventure']",14.99,Just Cause 2,Avalanche Studios,2010-03-23
218230,CaptainCrytec,True,2,99.0,PlanetSide 2,16426.0,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play,PlanetSide 2,Daybreak Game Company,2012-11-20
346110,epiclyralphy,True,2,503.0,ARK: Survival Evolved,7424.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",59.99,ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017-08-29
55230,76561198094065803,True,0,115.0,Saints Row: The Third,2044.0,['Action'],9.99,Saints Row: The Third,Volition,2011-11-14
248570,youareverygay,True,2,98.0,Toribash,8171.0,"['Action', 'Free to Play', 'Indie', 'Strategy']",Free to Play,Toribash,Nabi Studios,2006-03-01
367580,epicsnail1996,True,2,99.0,Hook,70.0,"['Casual', 'Indie']",0.99,Hook,"Maciej Targoni,Wojciech Wasiak",2015-01-25
295110,chumlee0409,True,0,52.0,H1Z1: Just Survive,8514.0,,,,,
381210,doyouwantorp,True,2,73.0,Dead by Daylight,3712.0,,,,,
361800,Eralus,True,2,280.0,Tree of Life,1765.0,"['Indie', 'Massively Multiplayer', 'RPG']",19.99,Tree of Life,oddonegames,2017-08-17
440,76561198096686903,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
8930,holy_angel_of_death,True,2,86.0,Sid Meier's Civilization V,11266.0,['Strategy'],29.99,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010-09-21
304930,radiusstep,True,0,83.0,Unturned,2044.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play,Unturned,Smartly Dressed Games,2017-07-07
265300,76561197971124277,False,2,,,,"['Action', 'RPG']",29.99,Lords Of The Fallen™,"CI Games,Deck 13",2014-10-28
333930,76561198052272007,True,2,205.0,Dirty Bomb,4444.0,"['Action', 'Free to Play']",Free to Play,Dirty Bomb®,Splash Damage,Jun 2015
730,escapetradingprofile,True,0,92.0,Counter-Strike: Global Offensive,62758.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
4000,76561198048432706,True,2,34.0,Garry's Mod,1758.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
220240,esem88,True,2,67.0,Far CryÂ® 3,3423.0,"['Action', 'Adventure']",19.99,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012-12-04
364110,76561198045345917,False,0,109.0,Swordsman,14.0,,,,,
113200,76561198095949314,True,2,140.0,The Binding of Isaac,13125.0,"['Action', 'Adventure', 'Indie', 'RPG']",4.99,The Binding of Isaac,Edmund McMillen and Florian Himsl,2011-09-28
230410,12DeAgostoAs12HRSe26MIN,True,2,35.0,Warframe,1946.0,"['Action', 'Free to Play']",Free to Play,Warframe,Digital Extremes,2013-03-25
35450,AlastorSeah,True,2,499.0,Rising Storm/Red Orchestra 2 Multiplayer,68.0,"['Action', 'Massively Multiplayer', 'Simulation']",19.99,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,2011-09-13
570,Esvada,True,2,,,,,,,,
550,DEx-XYZ,True,2,42.0,Left 4 Dead 2,3400.0,['Action'],19.99,Left 4 Dead 2,Valve,2009-11-16
20570,EDeSpAiR21,True,2,,,,['Strategy'],19.99,"Warhammer® 40,000: Dawn of War® II Chaos Rising","Relic Entertainment,Feral Interactive (Mac/Linux)",2010-03-10
244850,eternalblast,True,2,105.0,Space Engineers,838.0,,,,,
8190,eterna_amn,True,0,107.0,Just Cause 2,9579.0,"['Action', 'Adventure']",14.99,Just Cause 2,Avalanche Studios,2010-03-23
377160,76561198070692098,False,2,55.0,Fallout 4,11819.0,['RPG'],29.99,Fallout 4,Bethesda Game Studios,2015-11-09
289340,TempestNZ,False,2,112.0,Freight Tycoon Inc.,35.0,['Strategy'],4.99,Freight Tycoon Inc.,Nikita,2007-08-15
214950,ethreneral,True,2,,,,['Strategy'],59.95,Total War™: ROME II - Emperor Edition,Creative Assembly,2013-09-02
204880,Etoka,True,2,215.0,Sins of a Solar Empire: Rebellion,1637.0,"['Indie', 'Strategy']",39.99,Sins of a Solar Empire®: Rebellion,"Ironclad Games,Stardock Entertainment",2012-06-12
238370,ETomb,True,0,,,,"['Action', 'Adventure']",14.99,Magicka 2,Pieces Interactive,2015-05-26
206420,luizturazzi,True,0,,,,"['Action', 'Adventure']",14.99,Saints Row IV,Deep Silver Volition,2013-08-19
204300,Pinguinbeta18,True,0,374.0,Awesomenauts,19649.0,"['Action', 'Free to Play', 'Indie', 'Strategy']",Free To Play,Awesomenauts - the 2D moba,Ronimo Games,2012-08-01
72850,Eudanil,True,2,336.0,The Elder Scrolls V: Skyrim,9335.0,,,,,
211420,76561198048578169,True,0,42.0,Dark Souls: Prepare to Die Edition,3323.0,"['Action', 'RPG']",19.99,DARK SOULS™: Prepare To Die™ Edition,FromSoftware,2012-08-23
319910,eunmac,True,2,743.0,Trine 3: The Artifacts of Power,438.0,"['Action', 'Adventure', 'Indie']",21.99,Trine 3: The Artifacts of Power,Frozenbyte,2015-08-20
304930,Tropic_Thunder_,True,2,43.0,Unturned,3841.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play,Unturned,Smartly Dressed Games,2017-07-07
275850,76561198015083155,False,0,,,,"['Action', 'Adventure']",59.99,No Man's Sky,Hello Games,2016-08-12
212180,Everae,True,2,,,,,,,,
4000,BitchIAmGod,True,2,23.0,Garry's Mod,19648.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
289650,76561198062630600,True,0,55.0,Assassin's Creed Unity,3434.0,"['Action', 'Adventure']",29.99,Assassin's Creed® Unity,Ubisoft,2014-11-11
220200,Eviloverlord1987BC,True,2,429.0,Kerbal Space Program,38340.0,"['Indie', 'Simulation']",39.99,Kerbal Space Program,Squad,2015-04-27
730,76561198102826090,True,2,13.0,Counter-Strike: Global Offensive,40023.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
274170,76561198080634902,True,2,,,,"['Action', 'Indie']",14.99,Hotline Miami 2: Wrong Number,Dennaton Games,2015-03-10
237630,evilkenshin,True,2,,,,"['Action', 'Adventure', 'Casual']",14.99,DuckTales: Remastered,WayForward,2013-08-13
440,76561198088356010,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
200510,76561197981374310,True,2,205.0,XCOM: Enemy Unknown,3319.0,['Strategy'],29.99,XCOM: Enemy Unknown,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012-10-08
388520,76561197970532600,False,0,,,,,,,,
297020,76561198079314344,True,2,90.0,The Culling Of The Cows,41.0,,,,,
230410,Exhilaration,True,2,113.0,Warframe,62168.0,"['Action', 'Free to Play']",Free to Play,Warframe,Digital Extremes,2013-03-25
730,76561198128996717,True,2,57.0,Counter-Strike: Global Offensive,64406.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
730,chroniclescreation,True,0,77.0,Counter-Strike: Global Offensive,81230.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
550,Exodus20010,True,2,48.0,Left 4 Dead 2,9459.0,['Action'],19.99,Left 4 Dead 2,Valve,2009-11-16
218620,fam4,True,2,67.0,PAYDAY 2,11247.0,,,,,
218230,Externalz,True,2,101.0,PlanetSide 2,23480.0,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play,PlanetSide 2,Daybreak Game Company,2012-11-20
224600,ExtraEdition,True,0,54.0,Defiance,90.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Defiance,"Trion Worlds, Inc.",2014-06-04
219640,ExtraSpicySauce,True,2,30.0,Chivalry: Medieval Warfare,4174.0,"['Action', 'Indie']",24.99,Chivalry: Medieval Warfare,Torn Banner Studios,2012-10-16
289650,chrisread672,True,2,126.0,Assassin's Creed Unity,391.0,"['Action', 'Adventure']",29.99,Assassin's Creed® Unity,Ubisoft,2014-11-11
8930,Sweetnurs,True,0,,,,['Strategy'],29.99,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010-09-21
211820,Ezenthar,True,2,153.0,Starbound,1114.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",14.99,Starbound,Chucklefish,2016-07-22
256410,gaynurds,True,2,144.0,Might & Magic: Duel of Champions,1658.0,,,,,
202170,faffandtheworldfaffswithyou,True,2,193.0,Sleeping Dogsâ¢,2700.0,,,,,
730,76561198066295384,False,0,91.0,Counter-Strike: Global Offensive,45407.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
105600,76561198091572560,True,0,44.0,Terraria,2042.0,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Terraria,Re-Logic,2011-05-16
107410,fab032,True,2,127.0,Arma 3,7035.0,"['Action', 'Simulation', 'Strategy']",39.99,Arma 3,Bohemia Interactive,2013-09-12
440,feechdoingwork,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
4000,minecraftmodder,True,2,66.0,Garry's Mod,20380.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
22600,LucasArthur,True,2,167.0,Worms Reloaded,264.0,['Strategy'],19.99,Worms Reloaded,Team17 Digital Ltd,2010-08-26
440,76561198098358388,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
352460,dogrider,True,2,31.0,Dead Realm,55.0,"['Action', 'Adventure', 'Indie', 'Strategy']",14.99,Dead Realm,Section Studios,2015-08-03
228260,76561198060177221,False,2,329.0,Fallen Enchantress: Legendary Heroes,140.0,"['Indie', 'RPG', 'Strategy']",24.99,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,2013-05-22
219740,breadedaustralia,True,2,77.0,Don't Starve,18544.0,,,,,
730,digitalgateway777,True,2,26.0,Counter-Strike: Global Offensive,77230.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
450390,faaipdg,True,2,,,,,,,,
270850,Faawks,True,0,456.0,Car Mechanic Simulator 2014,34.0,,,,,
440,Letachal,True,0,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
248550,fabledhyperdrive,True,2,,,,"['Action', 'Adventure', 'Indie']",14.99,Megabyte Punch,Team Reptile,2013-10-15
271590,bigchillkid,True,2,256.0,Grand Theft Auto V,16507.0,"['Action', 'Adventure']",39.99,Grand Theft Auto V,Rockstar North,2015-04-14
440,76561198090604018,True,0,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
244850,DannyV8,True,2,90.0,Space Engineers,50461.0,,,,,
1250,FadedTemplar,True,2,,,,['Action'],19.99,Killing Floor,Tripwire Interactive,2009-05-14
239160,76561198032428003,True,0,,,,"['Action', 'Adventure']",29.99,Thief,"Eidos-Montréal,Feral Interactive (Mac)",2014-02-27
72850,Ifuckedmycompanioncube,False,2,90.0,The Elder Scrolls V: Skyrim,40242.0,,,,,
304930,FahRockZa,True,0,130.0,Unturned,2724.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play,Unturned,Smartly Dressed Games,2017-07-07
221100,failninja1,True,2,12.0,DayZ,2667.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",34.99,DayZ,Bohemia Interactive,2013-12-16
570,gramedota,True,2,,,,,,,,
234710,oishigreenteaisaverynicedrink,True,2,176.0,Poker Night 2,525.0,"['Casual', 'Sports']",4.99,Poker Night 2,Telltale Games,2013-04-26
319130,FALL3NAngel,True,2,,,,,,,,
265930,ManFallout,False,2,130.0,Goat Simulator,189.0,"['Casual', 'Indie', 'Simulation']",9.99,Goat Simulator,Coffee Stain Studios,2014-04-01
377160,76561198076307555,True,0,143.0,Fallout 4,13430.0,['RPG'],29.99,Fallout 4,Bethesda Game Studios,2015-11-09
440,Wharbagarble,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
230410,76561197965059579,True,0,63.0,Warframe,30483.0,"['Action', 'Free to Play']",Free to Play,Warframe,Digital Extremes,2013-03-25
440,76561198061001172,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
208090,76561198083453517,False,0,34.0,Loadout,956.0,"['Action', 'Free to Play', 'Indie']",Free to Play,Loadout,Edge of Reality,2014-01-31
570,Deathomega313,True,0,,,,,,,,
211400,fantomexican,True,2,233.0,Deadlight,128.0,"['Action', 'Adventure', 'Indie']",14.99,Deadlight,"Tequila Works, S.L.",2012-10-25
230410,76561198077199736,True,0,48.0,Warframe,11824.0,"['Action', 'Free to Play']",Free to Play,Warframe,Digital Extremes,2013-03-25
298030,76561197987394736,False,2,,,,['Strategy'],4.99,Total Annihilation,Cavedog Entertainment,1997-09-30
570,farsight87,True,2,,,,,,,,
730,Billy_The_Dog,True,2,46.0,Counter-Strike: Global Offensive,50129.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
4000,fastik4321,True,2,126.0,Garry's Mod,60676.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
220,FatChicken420,True,2,117.0,Half-Life 2,2399.0,['Action'],9.99,Half-Life 2,Valve,2004-11-16
218620,76561198091325442,True,2,51.0,PAYDAY 2,17014.0,,,,,
730,feemdeusenosirmao,True,0,107.0,Counter-Strike: Global Offensive,64903.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
238010,76561198093380344,True,2,112.0,Deus Ex: Human Revolution - Director's Cut,2668.0,"['Action', 'RPG']",19.99,Deus Ex: Human Revolution - Director's Cut,"Eidos Montreal,Feral Interactive (Mac)",2013-10-25
550,fatkings,True,0,87.0,Left 4 Dead 2,1112.0,['Action'],19.99,Left 4 Dead 2,Valve,2009-11-16
39210,76561198041749839,True,2,250.0,FINAL FANTASY XIV: A Realm Reborn,12222.0,"['Massively Multiplayer', 'RPG']",19.99,FINAL FANTASY XIV Online,Square Enix,2014-02-18
214490,bbcsfaul,True,0,52.0,Alien: Isolation,1632.0,['Action'],39.99,Alien: Isolation,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2014-10-06
440,76561198077794867,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
239030,76561198066375702,True,2,118.0,"Papers, Please",758.0,"['Adventure', 'Indie']",9.99,"Papers, Please",3909,2013-08-08
304930,EthoXGaming,True,2,81.0,Unturned,329.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play,Unturned,Smartly Dressed Games,2017-07-07
440,76561198077794867,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
239030,76561198066375702,True,2,118.0,"Papers, Please",758.0,"['Adventure', 'Indie']",9.99,"Papers, Please",3909,2013-08-08
304930,EthoXGaming,True,2,81.0,Unturned,329.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play,Unturned,Smartly Dressed Games,2017-07-07
9200,76561197971077817,True,2,85.0,RAGE,3581.0,['Action'],9.99,RAGE,id Software,2011-10-03
20,fazz,True,2,21.0,Team Fortress Classic,50121.0,['Action'],4.99,Team Fortress Classic,Valve,1999-04-01
